,0
104,http://www.fightmetric.com/fight-details/9cb8fe20b05d886e
105,http://www.fightmetric.com/fight-details/f0cf2ca8e5c621a8
106,http://www.fightmetric.com/fight-details/8e4439cdc98d0644
107,http://www.fightmetric.com/fight-details/74e92a66b29674a9
108,http://www.fightmetric.com/fight-details/72481ce1897251cd
109,http://www.fightmetric.com/fight-details/3dcb1a7b081afbe1
110,http://www.fightmetric.com/fight-details/603354ffe9cc0755
111,http://www.fightmetric.com/fight-details/d83ae4a2e117b775
112,http://www.fightmetric.com/fight-details/f3c33d0b7a087eaf
113,http://www.fightmetric.com/fight-details/e80a8338d86e730b
114,http://www.fightmetric.com/fight-details/6e652cbaaa406598
115,http://www.fightmetric.com/fight-details/3638be8341b7124c
116,http://www.fightmetric.com/fight-details/773c36a7891b8567
117,http://www.fightmetric.com/fight-details/a7492cbfb9b5d4a3
118,http://www.fightmetric.com/fight-details/3e0090669d51415f
119,http://www.fightmetric.com/fight-details/fa77134e0d90da3b
120,http://www.fightmetric.com/fight-details/1ed266bed8005bbe
121,http://www.fightmetric.com/fight-details/cb2844bb15d22cc6
122,http://www.fightmetric.com/fight-details/4804776154430aad
123,http://www.fightmetric.com/fight-details/2f9a8807807b80d6
124,http://www.fightmetric.com/fight-details/4ce0a62cdad7bf32
125,http://www.fightmetric.com/fight-details/7c9830ee4835f757
126,http://www.fightmetric.com/fight-details/c7cbf6b47051fa7d
127,http://www.fightmetric.com/fight-details/36c2ce10809f17b3
128,http://www.fightmetric.com/fight-details/2133f8798f089140
129,http://www.fightmetric.com/fight-details/01d4d1d8bcb014cf
130,http://www.fightmetric.com/fight-details/751f2796809d2a6f
131,http://www.fightmetric.com/fight-details/019b88d4ac875ae4
132,http://www.fightmetric.com/fight-details/7601245171a28da1
133,http://www.fightmetric.com/fight-details/f638f176dd1834c0
134,http://www.fightmetric.com/fight-details/0be68308b5d63a47
135,http://www.fightmetric.com/fight-details/7036a87673c98a13
136,http://www.fightmetric.com/fight-details/32e0753d3f017d1b
137,http://www.fightmetric.com/fight-details/a16d8d0cc93372c4
138,http://www.fightmetric.com/fight-details/5b0ebb843af7465e
139,http://www.fightmetric.com/fight-details/f206143bb9347444
140,http://www.fightmetric.com/fight-details/496a169f4c9becec
141,http://www.fightmetric.com/fight-details/676590832dc86748
142,http://www.fightmetric.com/fight-details/b6d027c60f879e4a
143,http://www.fightmetric.com/fight-details/c7ad34973f9d1cf6
144,http://www.fightmetric.com/fight-details/a1c1e3c1e9c6cf1e
145,http://www.fightmetric.com/fight-details/e3b5f66198161226
146,http://www.fightmetric.com/fight-details/bb5ceaf835c0bb18
147,http://www.fightmetric.com/fight-details/a65909d4083c2088
148,http://www.fightmetric.com/fight-details/738e0ccad2c9224b
149,http://www.fightmetric.com/fight-details/2464a75ee75dbf2f
150,http://www.fightmetric.com/fight-details/d77ace7aadb2383e
151,http://www.fightmetric.com/fight-details/b125025990755616
152,http://www.fightmetric.com/fight-details/6b47093b62155478
153,http://www.fightmetric.com/fight-details/21f7fc538ea646e8
154,http://www.fightmetric.com/fight-details/9ed0c3acc436eb56
155,http://www.fightmetric.com/fight-details/84c5035830ebb421
156,http://www.fightmetric.com/fight-details/b302e12550278ffd
157,http://www.fightmetric.com/fight-details/7099374e91f9283b
158,http://www.fightmetric.com/fight-details/a3b37f8ea171b962
159,http://www.fightmetric.com/fight-details/72e1b3e1224f5314
160,http://www.fightmetric.com/fight-details/1c4e4b3358089960
161,http://www.fightmetric.com/fight-details/9afcb091777f6a83
162,http://www.fightmetric.com/fight-details/21d2958e13389511
163,http://www.fightmetric.com/fight-details/12b94f0229c30ead
164,http://www.fightmetric.com/fight-details/1c2b372e9d8ed8c8
165,http://www.fightmetric.com/fight-details/190b164d02796466
166,http://www.fightmetric.com/fight-details/516df95b0c8c3127
167,http://www.fightmetric.com/fight-details/556055969b2f0bd7
168,http://www.fightmetric.com/fight-details/87b267fed23d9680
169,http://www.fightmetric.com/fight-details/3bdba539a350721c
170,http://www.fightmetric.com/fight-details/464178a22a436f11
171,http://www.fightmetric.com/fight-details/06de2289364efcd5
172,http://www.fightmetric.com/fight-details/d2f6b87189908088
173,http://www.fightmetric.com/fight-details/9f10afab94cafc45
174,http://www.fightmetric.com/fight-details/bd4a648bebaefab3
175,http://www.fightmetric.com/fight-details/87b6c507a7684ec2
176,http://www.fightmetric.com/fight-details/435c93cb89016fd1
177,http://www.fightmetric.com/fight-details/b2857e799319f931
178,http://www.fightmetric.com/fight-details/b91807add93763c9
179,http://www.fightmetric.com/fight-details/f7fac3df5c6dc91f
180,http://www.fightmetric.com/fight-details/5c783d455daff573
181,http://www.fightmetric.com/fight-details/c1c8b38d315d487b
182,http://www.fightmetric.com/fight-details/d2bab0dd95364cc8
183,http://www.fightmetric.com/fight-details/77c268a41d2899d1
184,http://www.fightmetric.com/fight-details/e282b0b11fbf5301
185,http://www.fightmetric.com/fight-details/32f168f2de60e9d9
186,http://www.fightmetric.com/fight-details/1ad8e82e8af862a3
187,http://www.fightmetric.com/fight-details/551e407c7ac8414b
188,http://www.fightmetric.com/fight-details/51c462059ac70e0e
189,http://www.fightmetric.com/fight-details/ebfdeab96ca766be
190,http://www.fightmetric.com/fight-details/d490c78bd5d0145a
191,http://www.fightmetric.com/fight-details/f0b2020d11a0cf94
192,http://www.fightmetric.com/fight-details/de2328aa13e5ecdc
193,http://www.fightmetric.com/fight-details/505d3d9b006014c8
194,http://www.fightmetric.com/fight-details/10b19bb48aadc6bd
195,http://www.fightmetric.com/fight-details/9d59ae86a2e6c444
196,http://www.fightmetric.com/fight-details/79db1d9b15e16b1d
197,http://www.fightmetric.com/fight-details/5157988b77ca1097
198,http://www.fightmetric.com/fight-details/93e3c033ad898819
199,http://www.fightmetric.com/fight-details/996ddac74a29310e
200,http://www.fightmetric.com/fight-details/d48f938269b8ed0b
201,http://www.fightmetric.com/fight-details/b9893ab3bed62e60
202,http://www.fightmetric.com/fight-details/bd0497a410822291
203,http://www.fightmetric.com/fight-details/30949e9e17098ab9
204,http://www.fightmetric.com/fight-details/c952f6dac20e0e9d
205,http://www.fightmetric.com/fight-details/5597b162e6c67551
206,http://www.fightmetric.com/fight-details/4f70f4133aa33cbc
207,http://www.fightmetric.com/fight-details/26024189488b22a5
208,http://www.fightmetric.com/fight-details/693e4a0bed9a1369
209,http://www.fightmetric.com/fight-details/90557b479ce1c2a7
210,http://www.fightmetric.com/fight-details/b8b2cdf962cc65a0
211,http://www.fightmetric.com/fight-details/25da6035f591c245
212,http://www.fightmetric.com/fight-details/1ca4274019680d23
213,http://www.fightmetric.com/fight-details/c565bf49fce2a4cd
214,http://www.fightmetric.com/fight-details/33e44be826a1cd2a
215,http://www.fightmetric.com/fight-details/f6efb09c01e4cac6
216,http://www.fightmetric.com/fight-details/7ec86f2af631344f
217,http://www.fightmetric.com/fight-details/c82f9bc365ff1074
218,http://www.fightmetric.com/fight-details/cd7fd3f034717d3c
219,http://www.fightmetric.com/fight-details/602e8602fe9c9121
220,http://www.fightmetric.com/fight-details/8b0ff8defc1a14f4
221,http://www.fightmetric.com/fight-details/e57b884785848624
222,http://www.fightmetric.com/fight-details/a8cf22bc7d05c0a1
223,http://www.fightmetric.com/fight-details/42a361f33cbb8d6f
224,http://www.fightmetric.com/fight-details/10fd87a88178aedd
225,http://www.fightmetric.com/fight-details/103b36a1b9d98102
226,http://www.fightmetric.com/fight-details/a9dc59e90779c1e3
227,http://www.fightmetric.com/fight-details/4b9203b86f0aa870
228,http://www.fightmetric.com/fight-details/6760e48a36571feb
229,http://www.fightmetric.com/fight-details/96828ec042f211bf
230,http://www.fightmetric.com/fight-details/3c4666f644122537
231,http://www.fightmetric.com/fight-details/17ba2950b7f6d64a
232,http://www.fightmetric.com/fight-details/fb1fe28a5d97db51
233,http://www.fightmetric.com/fight-details/ef99fb08c6b06963
234,http://www.fightmetric.com/fight-details/58c45a2a1ef88eeb
235,http://www.fightmetric.com/fight-details/4146a71795a084f0
236,http://www.fightmetric.com/fight-details/0aea8d478f7175ef
237,http://www.fightmetric.com/fight-details/889207e3c622a5aa
238,http://www.fightmetric.com/fight-details/7c23770c639dcd22
239,http://www.fightmetric.com/fight-details/ac656cebef8cf0a4
240,http://www.fightmetric.com/fight-details/8d9b460143ae19bc
241,http://www.fightmetric.com/fight-details/3c6659f1b09760ba
242,http://www.fightmetric.com/fight-details/a9d8ddb49dbe414b
243,http://www.fightmetric.com/fight-details/78f1457371e2ef6b
244,http://www.fightmetric.com/fight-details/49b05e23e3a2af13
245,http://www.fightmetric.com/fight-details/475a41d83edd47dd
246,http://www.fightmetric.com/fight-details/109674a1ee00f55d
247,http://www.fightmetric.com/fight-details/66b5615704b18de0
248,http://www.fightmetric.com/fight-details/08bf4c08b439f99d
249,http://www.fightmetric.com/fight-details/4e75ed154de637e2
250,http://www.fightmetric.com/fight-details/bd1fc4ff619f4e61
251,http://www.fightmetric.com/fight-details/23e5acd1549b538a
252,http://www.fightmetric.com/fight-details/6fe9729cee57c680
253,http://www.fightmetric.com/fight-details/1d7015553debd1c8
254,http://www.fightmetric.com/fight-details/bb9020ac324fb706
255,http://www.fightmetric.com/fight-details/3ce6f9eb59a1e149
256,http://www.fightmetric.com/fight-details/fd776d7b554a85d0
257,http://www.fightmetric.com/fight-details/64eb4ae171613218
258,http://www.fightmetric.com/fight-details/4487ae4c518a6505
259,http://www.fightmetric.com/fight-details/037f4c25a87b9234
260,http://www.fightmetric.com/fight-details/3e75012dd687a0ab
261,http://www.fightmetric.com/fight-details/6834c4283e93d881
262,http://www.fightmetric.com/fight-details/ba9c82e9796b5656
263,http://www.fightmetric.com/fight-details/dd0a3aedba5cee87
264,http://www.fightmetric.com/fight-details/357a5bc5de4f545d
265,http://www.fightmetric.com/fight-details/a68672f66e12a3c2
266,http://www.fightmetric.com/fight-details/ef80a6eea892c296
267,http://www.fightmetric.com/fight-details/8801fbb87bdedbe3
268,http://www.fightmetric.com/fight-details/0a2f344e419bd4fd
269,http://www.fightmetric.com/fight-details/220aa11288e919c6
270,http://www.fightmetric.com/fight-details/b42d4c3c701945bf
271,http://www.fightmetric.com/fight-details/7956ae951020ce8c
272,http://www.fightmetric.com/fight-details/f0d86420d88ca27b
273,http://www.fightmetric.com/fight-details/c92c53954903554a
274,http://www.fightmetric.com/fight-details/b0dfb313364a7c80
275,http://www.fightmetric.com/fight-details/64da1f4774624b72
276,http://www.fightmetric.com/fight-details/b3a3341a5db2d484
277,http://www.fightmetric.com/fight-details/78f46acac9223859
278,http://www.fightmetric.com/fight-details/177201b1a7fa0dd0
279,http://www.fightmetric.com/fight-details/c536a1119406c0f0
280,http://www.fightmetric.com/fight-details/cc02aaf53503d022
281,http://www.fightmetric.com/fight-details/16de071ad45cd350
282,http://www.fightmetric.com/fight-details/12231c1ca2e09011
283,http://www.fightmetric.com/fight-details/678af75cb4c155a9
284,http://www.fightmetric.com/fight-details/926091425f88d038
285,http://www.fightmetric.com/fight-details/4d7231ec867553d3
286,http://www.fightmetric.com/fight-details/986bc0ce25dac848
287,http://www.fightmetric.com/fight-details/9443197a9e0a22a2
288,http://www.fightmetric.com/fight-details/62fecd327391557e
289,http://www.fightmetric.com/fight-details/88f36fa2945ccac5
290,http://www.fightmetric.com/fight-details/939cc30f07131724
291,http://www.fightmetric.com/fight-details/93026e3763542c05
292,http://www.fightmetric.com/fight-details/01924e35b149b28f
293,http://www.fightmetric.com/fight-details/72330020a732c635
294,http://www.fightmetric.com/fight-details/cbe954d004415b51
295,http://www.fightmetric.com/fight-details/1669773acd404217
296,http://www.fightmetric.com/fight-details/194d73490eb731c6
297,http://www.fightmetric.com/fight-details/04970dfa4d531e39
298,http://www.fightmetric.com/fight-details/9da4e06a403f0d27
299,http://www.fightmetric.com/fight-details/c8f619a71b714ec7
300,http://www.fightmetric.com/fight-details/2d6182d1d398ed6a
301,http://www.fightmetric.com/fight-details/3c8eb8ad5e98876f
302,http://www.fightmetric.com/fight-details/2c39797c6574ff29
303,http://www.fightmetric.com/fight-details/70ab91b37be75408
304,http://www.fightmetric.com/fight-details/2ef96a4eb306fbb4
305,http://www.fightmetric.com/fight-details/b2039609019496d9
306,http://www.fightmetric.com/fight-details/9900550cc697eef2
307,http://www.fightmetric.com/fight-details/f208b79b0d78045b
308,http://www.fightmetric.com/fight-details/1574bb7476c9e556
309,http://www.fightmetric.com/fight-details/920b8aae22c04f13
310,http://www.fightmetric.com/fight-details/49d8fc8e4aee9b51
311,http://www.fightmetric.com/fight-details/53d20c6112e6710c
312,http://www.fightmetric.com/fight-details/cd1fc455771e8e11
313,http://www.fightmetric.com/fight-details/2443d8aa86f0070d
314,http://www.fightmetric.com/fight-details/9eb1ce435cc1536e
315,http://www.fightmetric.com/fight-details/8e14eb886564af75
316,http://www.fightmetric.com/fight-details/f8b13f3909216f83
317,http://www.fightmetric.com/fight-details/ea4529e104ca6a40
318,http://www.fightmetric.com/fight-details/e935a2b543d057e5
319,http://www.fightmetric.com/fight-details/7a24961d33cd8fab
320,http://www.fightmetric.com/fight-details/e3e9cf721368808b
321,http://www.fightmetric.com/fight-details/06d4faa6e2b78376
322,http://www.fightmetric.com/fight-details/cd7f996ec94230cd
323,http://www.fightmetric.com/fight-details/6f50ba3e066fa603
324,http://www.fightmetric.com/fight-details/52565f62fb3822db
325,http://www.fightmetric.com/fight-details/dcf052ef89a66397
326,http://www.fightmetric.com/fight-details/447462bc8e540f10
327,http://www.fightmetric.com/fight-details/9c1d4f57a997a490
328,http://www.fightmetric.com/fight-details/6c4d79ba4214a978
329,http://www.fightmetric.com/fight-details/b26185538326ebd4
330,http://www.fightmetric.com/fight-details/1b5f32e4fd52225b
331,http://www.fightmetric.com/fight-details/7cdda45e7d52bf40
332,http://www.fightmetric.com/fight-details/3b701c0a0525341b
333,http://www.fightmetric.com/fight-details/420dd305cd1d062f
334,http://www.fightmetric.com/fight-details/c9e19742c4146bff
335,http://www.fightmetric.com/fight-details/7e2bc09d866b3bd7
336,http://www.fightmetric.com/fight-details/c89017008da245be
337,http://www.fightmetric.com/fight-details/fa3b940bd48da7e2
338,http://www.fightmetric.com/fight-details/968cd768ac41e6ee
339,http://www.fightmetric.com/fight-details/e0e19f79019d63d2
340,http://www.fightmetric.com/fight-details/a22add1024153ddb
341,http://www.fightmetric.com/fight-details/5cab50839f4a0d94
342,http://www.fightmetric.com/fight-details/00be3852000f8fe9
343,http://www.fightmetric.com/fight-details/14e7bb7a9d49450d
344,http://www.fightmetric.com/fight-details/8ec7d82619bfb564
345,http://www.fightmetric.com/fight-details/0bdea30d7a7322f7
346,http://www.fightmetric.com/fight-details/0339f66f18a3e0bf
347,http://www.fightmetric.com/fight-details/7e1ae27779ac6ba5
348,http://www.fightmetric.com/fight-details/6b92396d42918366
349,http://www.fightmetric.com/fight-details/60030b35e276d338
350,http://www.fightmetric.com/fight-details/8c5785de472dd9b2
351,http://www.fightmetric.com/fight-details/051124b25d576906
352,http://www.fightmetric.com/fight-details/c15b253026ff6b86
353,http://www.fightmetric.com/fight-details/a0dfc397caef4afe
354,http://www.fightmetric.com/fight-details/dbf786f9808c6a08
355,http://www.fightmetric.com/fight-details/4d9d371b8db6fb91
356,http://www.fightmetric.com/fight-details/e8d59c27b467d716
357,http://www.fightmetric.com/fight-details/0fd8214ac276728e
358,http://www.fightmetric.com/fight-details/451525a1abe30a91
359,http://www.fightmetric.com/fight-details/52bc6927e80aca5d
360,http://www.fightmetric.com/fight-details/e06f96f3484ad74a
361,http://www.fightmetric.com/fight-details/1b52b08f195581ad
362,http://www.fightmetric.com/fight-details/d447919ec1a9f34c
363,http://www.fightmetric.com/fight-details/76726a66840ccfa4
364,http://www.fightmetric.com/fight-details/2798c746fe93502a
365,http://www.fightmetric.com/fight-details/99170b2f2496e479
366,http://www.fightmetric.com/fight-details/5364d1537fc7d5aa
367,http://www.fightmetric.com/fight-details/c543563958093446
368,http://www.fightmetric.com/fight-details/d2105d00baa3e15e
369,http://www.fightmetric.com/fight-details/4ff0075d932d5b14
370,http://www.fightmetric.com/fight-details/d0e084b6345c5af0
371,http://www.fightmetric.com/fight-details/4f8b6eecb0361290
372,http://www.fightmetric.com/fight-details/30cbe5ff6b997f8e
373,http://www.fightmetric.com/fight-details/93908423a3e7c251
374,http://www.fightmetric.com/fight-details/17be6e24dafd31e0
375,http://www.fightmetric.com/fight-details/8a39075a9ffaa971
376,http://www.fightmetric.com/fight-details/adc1b34f6988bd68
377,http://www.fightmetric.com/fight-details/adf590055f922f5b
378,http://www.fightmetric.com/fight-details/539eff1fe2fb39ba
379,http://www.fightmetric.com/fight-details/512f2d10f92d0d36
380,http://www.fightmetric.com/fight-details/08a63c4a36167377
381,http://www.fightmetric.com/fight-details/c39728802a8409ee
382,http://www.fightmetric.com/fight-details/b675fb8f413b59e4
383,http://www.fightmetric.com/fight-details/1687e2cd061b7aec
384,http://www.fightmetric.com/fight-details/714d6fc1eaca9624
385,http://www.fightmetric.com/fight-details/d5577e3272ef3032
386,http://www.fightmetric.com/fight-details/d441715577c5934c
387,http://www.fightmetric.com/fight-details/7006a98fe9944571
388,http://www.fightmetric.com/fight-details/53c3565ee1d3411a
389,http://www.fightmetric.com/fight-details/595557b808febe27
390,http://www.fightmetric.com/fight-details/db9f8144b50227f2
391,http://www.fightmetric.com/fight-details/95f37dc43e808ebf
392,http://www.fightmetric.com/fight-details/14dbcdbe8e7251bf
393,http://www.fightmetric.com/fight-details/a5e240bcd7731725
394,http://www.fightmetric.com/fight-details/f77022dfc627e121
395,http://www.fightmetric.com/fight-details/167ef9b08acba0a7
396,http://www.fightmetric.com/fight-details/92961925688cd2d6
397,http://www.fightmetric.com/fight-details/7b80dd233e200dd2
398,http://www.fightmetric.com/fight-details/ab6cd718c5459eeb
399,http://www.fightmetric.com/fight-details/da7afd49fefe6a46
400,http://www.fightmetric.com/fight-details/74e86c7782cafe27
401,http://www.fightmetric.com/fight-details/d0ee52e17db605ab
402,http://www.fightmetric.com/fight-details/51c354507aa80512
403,http://www.fightmetric.com/fight-details/6cddc822670517ca
404,http://www.fightmetric.com/fight-details/a0d99312f392f33e
405,http://www.fightmetric.com/fight-details/820d44b5dccba9b6
406,http://www.fightmetric.com/fight-details/3e49c868130978e8
407,http://www.fightmetric.com/fight-details/87a150a16a195e77
408,http://www.fightmetric.com/fight-details/81bd1c1f7dfccbb7
409,http://www.fightmetric.com/fight-details/57cb1a350540c29e
410,http://www.fightmetric.com/fight-details/cfb5a6c998f1954b
411,http://www.fightmetric.com/fight-details/97addff4a2e5efa6
412,http://www.fightmetric.com/fight-details/63c5c2dc21fb4a27
413,http://www.fightmetric.com/fight-details/3a0cb2d68f5c62cf
414,http://www.fightmetric.com/fight-details/695597b78c8f94e3
415,http://www.fightmetric.com/fight-details/3ea14584d775efc9
416,http://www.fightmetric.com/fight-details/ec157232743329de
417,http://www.fightmetric.com/fight-details/a89033f7d7e4d52d
418,http://www.fightmetric.com/fight-details/8e8d429dd63b9c49
419,http://www.fightmetric.com/fight-details/8d19fbf7f27c1d53
420,http://www.fightmetric.com/fight-details/ab0afaa93bbbfbc0
421,http://www.fightmetric.com/fight-details/a33a807420802954
422,http://www.fightmetric.com/fight-details/75cb390623071c4f
423,http://www.fightmetric.com/fight-details/4ebf473fd3a4267d
424,http://www.fightmetric.com/fight-details/e19d1119ee688a15
425,http://www.fightmetric.com/fight-details/fd5832aa1ca446bc
426,http://www.fightmetric.com/fight-details/6e41cb60eefb5f56
427,http://www.fightmetric.com/fight-details/26ae2bd6732c8b7a
428,http://www.fightmetric.com/fight-details/20ca6639daaa5a4f
429,http://www.fightmetric.com/fight-details/db737d568ea1fdb2
430,http://www.fightmetric.com/fight-details/9ad1d551dce8e3fd
431,http://www.fightmetric.com/fight-details/e08cdb8ed788e4b4
432,http://www.fightmetric.com/fight-details/f3e7ac4055e7a453
433,http://www.fightmetric.com/fight-details/54c58e879d0a8d36
434,http://www.fightmetric.com/fight-details/ee999c5575eaecb7
435,http://www.fightmetric.com/fight-details/0bf4c9ed1b265e35
436,http://www.fightmetric.com/fight-details/9f5f9173666ce1b7
437,http://www.fightmetric.com/fight-details/010793ad35d686d5
438,http://www.fightmetric.com/fight-details/c5c5f678558a0ba2
439,http://www.fightmetric.com/fight-details/8b10419db5bffe28
440,http://www.fightmetric.com/fight-details/51010081d59b4687
441,http://www.fightmetric.com/fight-details/509519d82e906c0f
442,http://www.fightmetric.com/fight-details/1bf7f647f309464e
443,http://www.fightmetric.com/fight-details/432e57033ceecee0
444,http://www.fightmetric.com/fight-details/8619c3cde7dd4e15
445,http://www.fightmetric.com/fight-details/5df777be98ea09de
446,http://www.fightmetric.com/fight-details/d03618c86d395b43
447,http://www.fightmetric.com/fight-details/1c0bf66167c91e01
448,http://www.fightmetric.com/fight-details/7bb603674999e675
449,http://www.fightmetric.com/fight-details/5301d765d64f863e
450,http://www.fightmetric.com/fight-details/ebb9eeac1faf73ed
451,http://www.fightmetric.com/fight-details/54845ec0646a9bee
452,http://www.fightmetric.com/fight-details/41be95916aef568f
453,http://www.fightmetric.com/fight-details/9cb4196446f3ce79
454,http://www.fightmetric.com/fight-details/50385add37239184
455,http://www.fightmetric.com/fight-details/8993e293a63bb5f3
456,http://www.fightmetric.com/fight-details/319b09306094259b
457,http://www.fightmetric.com/fight-details/bfb7d17161aec938
458,http://www.fightmetric.com/fight-details/205ad947e8c94901
